SPOCSNUM,NAME,SNR,LRMS,CRMS,VSINI,TEFF,LOGG,MONH,FEH
3032,HD 179306,263,0.0205,0.0118,3.31,5043.6,3.0284,0.1567,0.2412
3033,KOI-1421,25,0.0635,0.0546,2.64,5547.3,4.4797,-0.0149,-0.0778
3034,KOI-1477,22,0.0752,0.0571,2.54,5200.2,4.5500,-0.0643,-0.0298
3035,Kepler-20,156,0.0149,0.0177,1.66,5489.8,4.4987,0.0206,0.0283
3036,Kepler-14,66,0.0233,0.0188,2.96,6378.5,3.9888,0.0713,0.1217
3037,HD 179079,307,0.0120,0.0095,1.82,5646.4,4.0198,0.2269,0.2355
3038,Kepler-113,115,0.0269,0.0187,0.74,4712.0,4.4490,0.1292,0.1562
3039,HD 180161,364,0.0109,0.0072,2.48,5397.0,4.5137,0.1254,0.1760
3040,Kepler-50,241,0.0126,0.0088,9.70,6173.5,4.0703,-0.0443,-0.0083
3041,KOI-1209,28,0.0432,0.0432,0.82,5799.8,4.4450,0.0566,0.0654
3042,HD 179498,108,0.0187,0.0117,6.48,6060.4,3.8201,0.1657,0.2302
3043,HD 180053,278,0.0159,0.0095,2.24,5131.2,3.5351,0.2458,0.2965
3044,Kepler-131,202,0.0103,0.0084,1.56,5755.2,4.4557,0.1265,0.1401
3045,Kepler-7,45,0.0351,0.0304,0.10,5974.2,3.9160,0.1735,0.1997
3046,Kepler-65,241,0.0133,0.0089,8.37,6149.0,4.1272,0.1626,0.1980
3047,Kepler-103,165,0.0145,0.0115,3.33,5895.4,4.1354,0.1195,0.1347
3048,KOI-1483,34,0.0352,0.0325,1.88,5762.3,4.0455,0.2359,0.2401
3049,Kepler-22,185,0.0110,0.0089,0.64,5594.6,4.5518,-0.2697,-0.2906
3050,Kepler-63,144,0.0158,0.0106,5.89,5497.8,4.4723,0.0869,0.1449
3051,HD 182189,356,0.0093,0.0066,1.94,5641.8,4.1948,-0.0378,-0.0843
3052,Kepler-126,241,0.0132,0.0082,8.16,6221.6,4.1298,-0.1277,-0.1110
3053,HD 180512,105,0.0212,0.0136,0.10,6560.0,3.9417,0.1930,0.2402
3054,Kepler-373,21,0.0615,0.0594,3.47,5553.7,4.4398,0.0658,0.0801
3055,Kepler-426,23,0.0567,0.0518,0.10,5549.9,4.4962,-0.2217,-0.3002
3056,HD 181207,242,0.0105,0.0076,2.49,6003.3,4.2503,-0.1481,-0.1524
3057,KOI-5949,45,0.0270,0.0254,0.10,5795.9,4.4185,-0.2719,-0.3042
3058,KOI-5,156,0.0172,0.0116,8.54,5826.4,4.0545,0.1242,0.1585
3059,HIP 94931,266,0.0154,0.0112,0.16,5058.9,4.5455,-0.3749,-0.4932
3060,HD 180902,265,0.0147,0.0079,1.78,4961.0,3.3648,0.0771,0.0985
3061,HD 181342,270,0.0183,0.0094,2.06,4945.1,3.2827,0.2610,0.3106
3062,Kepler-109,122,0.0148,0.0146,1.86,5953.3,4.2311,-0.0219,-0.0169
3063,Kepler-19,176,0.0116,0.0090,1.68,5511.2,4.4715,-0.1165,-0.1202
3064,HD 182736,260,0.0105,0.0071,0.10,5222.9,3.6632,-0.1039,-0.0804
3065,HD 182756,251,0.0109,0.0086,3.59,5797.4,4.2407,0.3757,0.3733
3066,WASP-48,85,0.0177,0.0167,11.50,6148.6,4.0895,0.1815,0.2334
3067,HD 182619,345,0.0100,0.0074,1.30,5554.8,4.5142,-0.1014,-0.1154
3068,Kepler-36,242,0.0122,0.0080,4.11,6006.5,4.0548,-0.1664,-0.1597
3069,Kepler-100,224,0.0109,0.0087,3.24,5859.4,4.1191,0.0860,0.0936
3070,KOI-4385,20,0.0656,0.0627,0.10,5102.8,4.5390,0.1125,0.1208
3071,Kepler-93,223,0.0102,0.0086,1.13,5655.4,4.5081,-0.1530,-0.1745
3072,KOI-75,219,0.0134,0.0083,4.58,5885.5,3.7456,-0.0883,-0.0593
3073,KOI-3278,43,0.0298,0.0268,3.62,5384.0,4.5462,0.0883,0.1255
3074,HD 183298,244,0.0126,0.0109,1.37,5984.6,4.1037,0.0813,0.0953
3075,KOI-1739,21,0.0687,0.0635,2.21,5705.3,4.2925,-0.0343,-0.0165
3076,KOI-103,153,0.0122,0.0124,1.92,5572.0,4.5174,-0.0724,-0.0612
3077,CoRoT-2,113,0.0180,0.0154,10.23,5529.2,4.4891,-0.0406,0.0289
3078,Kepler-406,166,0.0118,0.0103,2.11,5597.2,4.3256,0.1959,0.2030
3079,HD 183473,305,0.0093,0.0070,0.10,5557.8,3.7964,-0.0933,-0.0721
3080,KOI-760,23,0.0602,0.0581,0.74,5734.9,4.5052,0.0753,0.0846
3081,HD 183216,247,0.0112,0.0084,5.42,6021.9,4.4270,0.1937,0.2313
3082,KOI-2687,246,0.0102,0.0079,3.24,5770.6,4.4985,0.0001,0.0214
3083,KOI-4418,21,0.0590,0.0592,1.85,5693.5,4.1145,0.1350,0.1710
3084,HD 231701,242,0.0116,0.0083,3.66,6101.3,4.1954,0.0379,0.0503
3085,KOI-896,15,0.0947,0.0861,0.10,5176.0,4.7621,0.1837,0.2151
3086,KOI-328,157,0.0146,0.0250,3.44,5774.1,4.3579,-0.1373,-0.1137
3087,KOI-2841,15,0.0993,0.0980,0.75,5156.7,4.4710,-0.1409,-0.1798
3088,KOI-1925,253,0.0113,0.0080,1.51,5386.5,4.4667,0.0431,0.0423
3089,KOI-5929,34,0.0346,0.0316,1.22,5505.4,4.4266,-0.1083,-0.1601
3090,KOI-399,45,0.0341,0.0254,6.11,6082.1,4.3853,0.0102,0.0488
3091,HD 185414,341,0.0090,0.0065,0.27,5848.3,4.4852,-0.0901,-0.0902
3092,HD 185351,287,0.0165,0.0099,1.72,5005.6,3.3430,0.1506,0.1992
3093,Kepler-239,28,0.0513,0.0422,0.98,4819.6,4.4828,0.1637,0.1582
3094,KOI-564,31,0.0404,0.0368,4.42,5825.1,4.1135,0.3107,0.3219
3095,KOI-1924,247,0.0131,0.0090,4.02,5909.0,3.8988,0.3139,0.3470
3096,HD 185269,246,0.0121,0.0077,5.02,5923.7,3.9162,0.1461,0.1722
3097,Kepler-302,27,0.0501,0.0448,1.65,5756.7,4.4089,0.1760,0.1746
3098,HIP 96561,308,0.0137,0.0106,1.13,5204.7,4.5563,0.0571,0.0787
3099,KOI-6,111,0.0177,0.0145,11.31,6276.9,4.1664,0.0653,0.1184
3100,KOI-217,20,0.0623,0.0616,2.23,5381.3,4.5445,0.1147,0.1137
3101,KOI-881,20,0.0644,0.0606,0.40,4996.4,4.4969,-0.0525,-0.0778
3102,KOI-186,23,0.0563,0.0548,1.82,5778.3,4.4323,0.1450,0.1649
3103,KOI-2012,31,0.0411,0.0405,3.20,5720.2,4.6065,0.0318,0.0528
3104,KOI-99,86,0.0291,0.0441,0.61,4979.6,4.5278,-0.1945,-0.2778
3105,KOI-2720,239,0.0128,0.0083,2.47,5985.0,4.0836,-0.0960,-0.0852
3106,HD 186306,254,0.0120,0.0085,0.10,5279.3,4.5953,-0.4505,-0.5301
3107,KOI-364,248,0.0106,0.0083,2.04,5790.6,4.1617,0.2327,0.2341
3108,KOI-7016,37,0.0321,0.0317,1.81,5728.6,4.3426,0.1798,0.1876
3109,KOI-64,82,0.0218,0.0183,2.14,5259.5,3.7722,-0.0097,0.0211
3110,HD 187013,250,0.0132,0.0098,8.84,6262.6,4.0612,-0.0012,0.0428
3111,KOI-771,17,0.0959,0.0725,3.32,5631.4,4.4118,0.1402,0.1588
3112,Kepler-171,20,0.0660,0.0634,2.10,5521.3,4.6080,0.1112,0.1375
3113,KOI-145,77,0.0225,0.0201,1.27,4848.9,3.1240,0.0272,0.0577
3114,KOI-174,50,0.0340,0.0431,0.44,4715.7,4.4009,-0.1517,-0.2130
3115,Kepler-6,85,0.0180,0.0212,2.75,5613.6,4.1740,0.2738,0.2705
3116,KOI-2290,29,0.0459,0.0425,1.33,4906.3,4.5274,-0.2335,-0.2830
3117,KOI-265,171,0.0127,0.0098,1.85,6008.1,4.2177,0.1609,0.1808
3118,Kepler-96,248,0.0094,0.0076,1.75,5740.0,4.5023,0.0272,0.0533
3119,Kepler-11,53,0.0280,0.0280,1.04,5820.2,4.4346,0.0668,0.0702
3120,HD 187637,238,0.0128,0.0082,0.45,6213.0,4.2467,-0.0478,-0.0352
3121,Kepler-99,174,0.0270,0.0174,0.97,4774.1,4.5316,0.2050,0.2742
3122,KOI-365,209,0.0111,0.0088,0.95,5499.9,4.5049,-0.1616,-0.1690
3123,Kepler-309,30,0.0464,0.0419,0.34,4714.7,4.5433,0.2627,0.2949
3124,KOI-1120,33,0.0496,0.0371,4.06,4916.6,3.3932,0.0310,0.0844
3125,KOI-3086,18,0.0844,0.0792,0.10,5184.5,4.5802,-0.2204,-0.2838
3126,Kepler-315,27,0.0463,0.0427,0.10,5783.5,4.4974,-0.2843,-0.3051
3127,Kepler-18,117,0.0200,0.0150,1.80,5359.6,4.3792,0.1980,0.2079
3128,Kepler-223,14,0.0937,0.0890,2.39,5803.6,4.1557,0.1943,0.1849
3129,KOI-5236,45,0.0272,0.0246,2.45,6009.1,4.3121,-0.1883,-0.1951
3130,KOI-1546,20,0.0749,0.0627,0.23,6345.5,4.7941,0.1547,0.1377
3131,KOI-433,24,0.0644,0.0526,0.74,5104.6,4.4236,0.1312,0.1170
3132,KOI-8,94,0.0193,0.0129,2.76,5869.0,4.4353,-0.1084,-0.0822
3133,HD 188386,264,0.0167,0.0100,2.05,4919.4,3.1982,0.0519,0.0893
3134,Kepler-48,100,0.0203,0.0201,1.73,5160.7,4.4298,0.1957,0.2121
3135,Kepler-5,81,0.0222,0.0256,0.10,6295.9,4.0157,0.0655,0.1082
3136,HD 189733,380,0.0150,0.0095,3.44,5023.5,4.5083,0.0236,0.0697
3137,Kepler-106,136,0.0132,0.0101,1.58,5889.0,4.3939,-0.1084,-0.1108
3138,HD 190571,269,0.0117,0.0063,1.19,4999.1,3.3046,-0.2225,-0.2167
3139,HD 190412,352,0.0111,0.0079,1.47,5604.6,4.5518,-0.2387,-0.2527
3140,HD 191359,288,0.0172,0.0084,1.77,4873.3,3.0748,0.0406,0.0784
3141,HD 355183,285,0.0094,0.0072,0.10,5980.7,4.1600,0.1161,0.1243
3142,HD 192153,252,0.0106,0.0071,0.71,5133.2,3.5820,-0.1914,-0.1880
3143,HD 192699,262,0.0125,0.0072,1.84,5041.3,3.2514,-0.1373,-0.1124
3144,HD 193342,328,0.0168,0.0092,0.10,4913.3,3.1894,0.1009,0.1577
3145,HD 193391,262,0.0182,0.0095,3.28,5000.8,3.1247,0.1749,0.2574
3146,TrES-5,28,0.0543,0.0444,2.64,5116.0,4.4275,0.2319,0.2914
3147,HD 193690,299,0.0102,0.0077,1.78,5542.1,4.4126,0.1822,0.1990
3148,HD 194110,262,0.0118,0.0070,1.41,5085.8,3.4059,-0.1182,-0.0985
3149,HD 195034,249,0.0102,0.0085,1.65,5809.7,4.4757,-0.0102,-0.0030
3150,HD 195787,319,0.0145,0.0084,0.10,4961.4,3.2599,-0.0458,-0.0239
3151,WASP-2,146,0.0158,0.0114,0.09,5147.6,4.4691,0.0974,0.1090
3152,HD 195824,258,0.0128,0.0077,1.57,5017.0,3.3177,-0.0468,-0.0204
3153,HD 196124,289,0.0206,0.0133,0.24,4832.9,4.5038,-0.0613,-0.0614
3154,HD 196645,257,0.0124,0.0083,0.88,5041.1,3.4343,-0.0624,-0.0468
3155,HD 196676,268,0.0207,0.0103,1.68,4796.8,3.0454,0.1259,0.1788
3156,HD 197162,286,0.0172,0.0094,1.07,4806.5,3.1081,-0.1991,-0.2655
3157,HD 197076,350,0.0149,0.0137,0.10,5810.1,4.4156,-0.0942,-0.0936
3158,HD 199255,260,0.0129,0.0070,1.49,5027.4,3.2923,-0.0706,-0.0524
3159,HD 199260,255,0.0131,0.0109,13.78,6270.3,4.3577,-0.0035,0.0511
3160,HD 199381,274,0.0189,0.0097,1.22,4843.9,3.1878,0.1323,0.1667
3161,HD 199580,276,0.0158,0.0086,1.08,4896.5,3.2409,0.0182,0.0413
3162,HD 200081,255,0.0216,0.0092,4.40,5068.3,2.9771,-0.0449,0.0268
3163,HD 200491,189,0.0176,0.0099,2.85,5083.7,3.0973,0.0828,0.1594
3164,HD 200964,233,0.0139,0.0093,1.32,4982.8,3.2162,-0.1045,-0.0693
3165,HD 201651,356,0.0104,0.0065,0.54,5342.7,4.5361,-0.2510,-0.2780
3166,HD 201924,359,0.0106,0.0071,1.15,5401.4,4.4658,0.0370,0.0479
3167,HD 202568,267,0.0129,0.0078,1.11,4971.3,3.2759,-0.1020,-0.0883
3168,HD 202867,254,0.0121,0.0072,1.65,5060.0,3.4481,-0.0687,-0.0541
3169,HD 203030,255,0.0129,0.0101,6.82,5441.6,4.5073,0.0150,0.0778
3170,HD 203471,218,0.0110,0.0080,5.85,5425.0,3.7159,-0.0445,-0.0179
3171,HD 203473,247,0.0102,0.0079,2.08,5780.9,4.1079,0.1835,0.1943
3172,HD 204814,357,0.0110,0.0072,0.51,5345.2,4.4841,-0.1728,-0.2280
3173,HD 205163,256,0.0195,0.0104,5.37,4989.9,3.0719,0.2043,0.2902
3174,HD 205855,317,0.0137,0.0084,0.60,5159.2,4.4876,0.0546,0.0679
3175,HD 205905,251,0.0099,0.0079,2.31,5924.4,4.4686,0.1388,0.1587
3176,HD 207897,378,0.0143,0.0078,0.39,5071.9,4.5455,-0.0746,-0.0731
3177,HD 206658,301,0.0103,0.0079,0.96,5831.2,4.2596,0.1020,0.1047
3178,HD 206610,237,0.0205,0.0111,0.44,4842.5,3.2244,0.1903,0.2236
3179,HD 206635,257,0.0141,0.0081,0.10,4944.2,3.6541,-0.1128,-0.1822
3180,HD 206993,266,0.0145,0.0081,0.03,4969.8,3.4517,0.0443,0.0713
3181,HD 207485,354,0.0102,0.0069,5.75,5684.5,4.5243,0.0286,0.0773
3182,HD 207077,221,0.0140,0.0078,1.41,5067.5,3.2729,-0.3153,-0.3126
3183,HD 207839,358,0.0101,0.0072,2.47,5517.6,4.4314,0.2163,0.2350
3184,HD 207992,356,0.0102,0.0069,0.09,5443.1,4.5159,-0.1968,-0.2651
3185,HD 207832,304,0.0095,0.0074,2.07,5726.5,4.4995,0.1281,0.1441
3186,HD 208038,375,0.0159,0.0094,2.63,4993.1,4.5546,-0.0476,0.0060
3187,HD 208585,262,0.0150,0.0087,1.56,4939.8,3.1965,0.0145,0.0510
3188,HD 208880,352,0.0110,0.0073,1.59,5385.3,4.5126,-0.0532,-0.0524
3189,HD 209599,355,0.0145,0.0113,1.25,5246.9,4.5357,-0.1065,-0.1106
3190,BD-21 6162,48,0.0251,0.0253,1.34,5966.1,4.5019,-0.2930,-0.3064
3191,HD 210144,358,0.0111,0.0075,1.70,5395.8,4.4437,0.1043,0.1031
3192,HD 210027,267,0.0175,0.0124,0.10,6565.5,4.2513,-0.0377,-0.0211
3193,HD 210373,271,0.0194,0.0101,1.94,4876.2,3.1475,0.1594,0.2104
3194,HD 210521,258,0.0133,0.0079,1.76,5002.9,3.2601,-0.0265,0.0032
3195,HD 210702,275,0.0161,0.0084,1.61,4951.2,3.2831,0.1249,0.1689
3196,HD 212733,374,0.0161,0.0088,0.97,5124.8,4.4948,0.1612,0.1755
3197,HD 212771,260,0.0129,0.0077,1.38,5003.7,3.3115,-0.0510,-0.0357
3198,HD 213278,251,0.0109,0.0076,0.86,5157.1,3.5004,-0.1910,-0.1951
3199,HD 214823,252,0.0111,0.0091,5.00,5933.5,3.9184,0.1028,0.1379
3200,HD 215032,347,0.0095,0.0079,3.29,5975.1,4.4408,0.1489,0.1657
3201,HD 215049,257,0.0118,0.0080,0.88,5108.9,3.6347,0.0335,0.0597
3202,HD 215274,272,0.0101,0.0085,3.69,5828.0,4.5045,0.2021,0.2230
3203,HD 215500,355,0.0099,0.0073,0.10,5455.6,4.5449,-0.2173,-0.2289
3204,HD 215549,266,0.0167,0.0082,0.34,4823.0,3.2873,-0.1420,-0.2375
3205,HD 215704,361,0.0117,0.0079,1.52,5374.5,4.4842,0.1420,0.1544
3206,HD 216520,272,0.0146,0.0084,0.21,5082.1,4.5360,-0.1402,-0.1565
3207,HD 215908,253,0.0124,0.0075,1.76,5016.0,3.2944,-0.2132,-0.2007
3208,HD 216191,368,0.0142,0.0082,1.01,5128.9,4.5173,0.0018,-0.0031
3209,HIP 113026,177,0.0257,0.0192,2.84,4713.6,4.5052,0.1210,0.2379
3210,HD 216722,274,0.0185,0.0090,1.81,4820.3,3.0619,0.0330,0.0670
3211,HIP 113207,272,0.0106,0.0081,2.73,5632.4,4.0782,0.2303,0.2481
3212,HD 216834,253,0.0115,0.0076,0.86,5058.1,3.4025,-0.2326,-0.2316
3213,HD 217496,258,0.0126,0.0081,1.49,5005.8,3.3627,-0.0359,-0.0056
3214,HD 217591,183,0.0132,0.0082,2.23,4986.4,3.2319,-0.0900,-0.0696
3215,HD 217681,265,0.0163,0.0095,1.68,4953.6,3.4520,0.2023,0.2424
3216,HD 217850,264,0.0106,0.0100,2.61,5544.1,4.1919,0.2685,0.2642
3217,HD 218445,273,0.0103,0.0081,2.92,5683.7,4.0890,0.2282,0.2363
3218,BD+37 4783,237,0.0160,0.0140,17.21,6625.4,4.0221,-0.0534,0.0072
3219,BD+37 4784,234,0.0119,0.0079,0.10,5888.3,4.3865,-0.2052,-0.2287
3220,HD 218935,271,0.0166,0.0085,2.10,4912.6,3.0950,0.0190,0.0598
3221,HD 219428,251,0.0109,0.0087,4.28,6001.6,4.4267,0.1607,0.1826
3222,HD 219498,249,0.0142,0.0084,8.12,5627.8,4.5317,-0.0641,-0.0178
3223,HD 219623,248,0.0117,0.0079,4.72,6059.6,4.2074,0.0951,0.1158
3224,HD 219553,269,0.0212,0.0111,2.06,4849.8,3.1786,0.2386,0.2761
3225,HD 219781,313,0.0103,0.0079,0.78,5630.0,4.3603,0.1094,0.1146
3226,HD 219828,306,0.0110,0.0076,2.91,5807.4,4.1018,0.1659,0.1751
3227,HD 220122,261,0.0213,0.0089,2.38,4880.2,2.7594,-0.0750,-0.0083
3228,HD 220554,262,0.0137,0.0091,0.10,5188.9,3.9217,-0.1336,-0.2040
3229,HD 220952,284,0.0165,0.0091,1.45,4932.1,3.2713,0.0726,0.1123
3230,HD 221504,255,0.0121,0.0094,2.04,5333.9,3.7629,0.2563,0.2871
3231,WASP-4,110,0.0367,0.0220,2.28,5504.9,4.5376,-0.0051,0.0036
3232,HD 221822,401,0.0092,0.0073,1.39,5419.5,4.5688,-0.3299,-0.3684
3233,HD 221851,415,0.0122,0.0085,2.45,5139.9,4.5210,-0.0544,-0.0326
3234,HD 222038,346,0.0113,0.0088,2.05,5628.6,4.2510,0.2199,0.2200
3235,HD 222089,273,0.0178,0.0093,2.07,4949.3,3.2393,0.1494,0.2217
3236,HIP 116838,180,0.0272,0.0187,0.10,4857.3,4.5219,0.4796,0.5820
3237,HD 222986,344,0.0126,0.0081,5.82,5858.8,4.4691,0.2084,0.2579
3238,HD 223627,266,0.0198,0.0109,1.74,4795.2,3.0688,0.0779,0.1068
3239,HD 240429,244,0.0103,0.0080,1.13,5878.2,4.4313,0.0058,0.0079
3240,HD 240430,247,0.0141,0.0084,2.52,5803.1,4.3299,0.1843,0.1950
3241,HD 223869,271,0.0168,0.0091,1.11,4891.9,3.3127,0.0954,0.1256
3242,HD 224032,253,0.0127,0.0108,5.71,5794.5,4.0889,0.4391,0.4529
3243,HIP 117946,202,0.0217,0.0143,1.66,4790.4,4.5229,-0.0319,0.0473
3244,HD 224619,309,0.0094,0.0069,1.61,5453.8,4.4923,-0.1555,-0.1730
3245,WASP-8,255,0.0102,0.0081,2.14,5589.9,4.4670,0.2418,0.2626
3246,HD 224679,244,0.0119,0.0092,8.32,5677.3,3.6981,0.0582,0.1172
3247,HD 224693,367,0.0099,0.0081,4.65,5894.8,4.0630,0.2550,0.2704
